STT,Loại,ID,Tên cột,Nội dung
146,Text,"PARAGRAPH304","text_304","CTK:"
147,Image,"IMAGE74","image_74",""
148,Text,"PARAGRAPH119","text_119","Thank you!"
149,Text,"PARAGRAPH305","weekday_7","Bản quyền thuộc AuroraWedding - Thiệp Cưới Online"
150,Image,"GALLERY1","gallery_1",""
151,Image,"GALLERY2","gallery_2",""
152,Text,"DROPBOX3","confirm_button_8","Xác Nhận Tham Dự"
153,Text,"GROUP97","confirm_button_9","Xác Nhận Tham Dự"
154,Text,"HEADLINE76","confirm_button_10","Xác Nhận Tham Dự"
155,Text,"HEADLINE78","confirm_button_11","Xác Nhận Tham Dự"
156,Text,"HEADLINE80","headline_80","Sự Kiện Cưới"
157,Text,"HEADLINE81","groom_name_5","Cô Dâu &amp; Chú Rể"
158,Text,"backdrop-popup","text_backdrop-popup","Thiếp Mời"
159,Text,"backdrop-dropbox","text_backdrop-dropbox","Thiếp Mời"
160,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
161,Text,"mask0_427_34","text_mask0_427_34",""
162,Text,"mask1_427_34","text_mask1_427_34",""
163,Text,"mask2_427_34","text_mask2_427_34",""
164,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
165,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
166,Text,"SECTION1","venue_name_4","meWeddingChúc vợ chồng bạn mãi mãi hạnh phúc nhéBạn Dâu RểSave The DateTrọng Nhân&Hồng Nhung05 - 2025THỨ SÁU1608:00Địa điểm tổ chứcTư GiaXóm Tây, Trại Sen Văn An,Chí Linh, Hải Dương"
167,Text,"NOTIFY1","text_notify1","meWeddingChúc vợ chồng bạn mãi mãi hạnh phúc nhéBạn Dâu Rể"
168,Text,"GROUP3","text_group3",""
169,Text,"GROUP39","weekday_8","THỨ SÁU"
170,Text,"GROUP41","text_group41","08:00"
171,Text,"GROUP100","venue_name_5","Địa điểm tổ chứcTư GiaXóm Tây, Trại Sen Văn An,Chí Linh, Hải Dương"
172,Text,"SECTION4","groom_name_6","Giới ThiệuCô Dâu & Chú RểHồng NhungTrọng Nhân"
173,Text,"GROUP128","text_group128","Hồng Nhung"
174,Text,"GROUP130","text_group130","Trọng Nhân"
175,Text,"GROUP156","vu_quy_ceremony_3","Vào lúc 10:00Thứ Năm1505 - 2025LỄ vu quyThôn Thành Phú, Xã Xuân Thành,Huyện Nghi Xuân,Tỉnh Hà Tĩnh"
176,Text,"GROUP148","event_year_3","Vào lúc 10:00Thứ Năm1505 - 2025"
177,Text,"GROUP149","event_year_4","Thứ Năm"
178,Text,"GROUP150","text_group150","05 - 2025"
179,Text,"GROUP152","text_group152",""
180,Text,"GROUP157","marriage_ceremony_3","Vào lúc 08:00Thứ Sáu1605 - 2025LỄ THÀNH HÔNXóm Tây, Trại Sen Văn An,Chí Linh, Hải Dương"
181,Text,"GROUP158","weekday_9","Vào lúc 08:00Thứ Sáu1605 - 2025"
182,Text,"GROUP159","weekday_10","Thứ Sáu"
183,Text,"GROUP160","text_group160","05 - 2025"
184,Text,"GROUP162","text_group162",""
185,Text,"GROUP169","text_group169",""" Cầu Hôn 💍""1/5/2024"
186,Text,"GROUP179","text_group179","Tình cờ khi cả 2 ra trường gặp lại nhau ""...."""
187,Text,"GROUP178","groom_name_7","Cô dâu là mối tình đơn phương cấp 3 của chú rể"
188,Text,"GROUP180","and_text_3","Sau một thời gian trò chuyện và điều đó cũng đã tới""..."""
189,Text,"GROUP184","weekday_11","Chính thức về chung 1 nhà 🏡16/5/2025"
190,Text,"GROUP170","weekday_12","Chính thức về chung 1 nhà 🏡16/5/2025"
191,Text,"GROUP182","love_text_7","Câu chuyện tình yêu bắt đầu từ đây5/1/2023"
192,Text,"GROUP168","love_text_8","Câu chuyện tình yêu bắt đầu từ đây5/1/2023"
193,Text,"SECTION20","album_title_3","ALBUM ẢNH❮❯5 / 7"
194,Text,"HTML_CODE1","album_title_4","ALBUM ẢNH❮❯5 / 7"
195,Text,"SECTION9","groom_name_8","Cảm ơn bạn rất nhiều vì đã gửi những lời chúc mừng tốt đẹp nhất đến đám cưới của chúng mình!Gửi lời chúcBạn Cô Dâu Chú RểBạn cô DâuBạn chú RểBạn Dâu RểGửi Lời Chúc Mừng"
196,Text,"GROUP81","groom_name_9","Gửi lời chúcBạn Cô Dâu Chú RểBạn cô DâuBạn chú RểBạn Dâu Rể"
197,Text,"GROUP215","text_group215","CTK:STK:VietcombankCTK:STK:Vietcombank"
198,Text,"SECTION10","weekday_13","Thank you!Bản quyền thuộc AuroraWedding - Thiệp Cưới Online"
199,Text,"GROUP217","weekday_14","Bản quyền thuộc AuroraWedding - Thiệp Cưới Online"
200,Text,"SECTION_POPUP","groom_name_10","Xác Nhận Tham DựSự Kiện CướiCô Dâu & Chú RểThiếp Mời"
201,Text,"IMAGE5","text_image5","Giới Thiệu"
202,Text,"LINE12","text_line12","16"
203,Text,"LINE17","venue_name_6","Địa điểm tổ chức"
204,Text,"LINE42","text_line42","15"
205,Text,"LINE44","vu_quy_ceremony_4","LỄ vu quy"
206,Text,"LINE46","text_line46","16"
207,Text,"LINE48","marriage_ceremony_4","LỄ THÀNH HÔN"
208,Text,"IMAGE55","text_image55",""" Cầu Hôn 💍"""
209,Text,"IMAGE52","text_image52","Tình cờ khi cả 2 ra trường gặp lại nhau ""...."""
210,Text,"IMAGE51","groom_name_11","Cô dâu là mối tình đơn phương cấp 3 của chú rể"
211,Text,"IMAGE54","love_text_9","Câu chuyện tình yêu bắt đầu từ đây"
212,Text,"IMAGE74","text_image74","Thank you!"
213,Image,"GROUP216","image_GROUP216",""
214,Image,"BOX16","image_BOX16",""
215,Image,"GROUP128","image_GROUP128",""
216,Image,"GROUP130","image_GROUP130",""
217,Image,"GROUP156","image_GROUP156",""
218,Image,"GROUP157","image_GROUP157",""
219,Image,"HEADLINE116","image_HEADLINE116",""
220,Image,"LINE49","image_LINE49",""
221,Image,"GROUP183","image_GROUP183",""
222,Image,"GROUP179","image_GROUP179",""
223,Image,"GROUP178","image_GROUP178",""
224,Image,"PARAGRAPH285","image_PARAGRAPH285",""
225,Image,"PARAGRAPH291","image_PARAGRAPH291",""
226,Image,"GROUP182","image_GROUP182",""
227,Image,"GROUP200","image_GROUP200",""
228,Image,"GROUP199","image_GROUP199",""
229,Image,"SECTION10","image_SECTION10",""
230,Image,"aeAHtaQysr","image_aeAHtaQysr",""
231,Image,"kwagHDFIfA","image_kwagHDFIfA",""
232,Gallery,"GALLERY1","gallery1",""
233,Gallery,"GALLERY2","gallery2",""
