STT,Loại,ID,Tên cột,Nội dung
157,Text,"HEADLINE55","headline_55","Ngọc Huyền"
158,Image,"IMAGE35","image_35",""
159,Image,"IMAGE36","image_36",""
160,Image,"IMAGE47","image_47",""
161,Image,"IMAGE48","image_48",""
162,Image,"IMAGE49","image_49",""
163,Image,"IMAGE50","image_50",""
164,Text,"SECTION8","text_section8","BẠN SẼ ĐẾN CHỨ?"
165,Text,"HEADLINE56","headline_56","BẠN SẼ ĐẾN CHỨ?"
166,Text,"HEADLINE57","headline_57","BẠN SẼ ĐẾN CHỨ?"
167,Text,"PARAGRAPH2","event_year_5","Name of Quý Khách"
168,Text,"PARAGRAPH3","event_year_6","Name of Quý Khách"
169,Text,"PARAGRAPH4","event_year_7","Name of Quý Khách"
170,Text,"PARAGRAPH5","text_5","Số điện thoại"
171,Text,"PARAGRAPH6","confirm_button","Xác nhận tham gia"
172,Text,"FORM2","send_button","Gửi những lời chúc tốt đẹp nhất"
173,Text,"687876a9227d8a0013a24b96","send_button_2","Gửi những lời chúc tốt đẹp nhất"
174,Text,"BUTTON2","send_button_3","GỬI ĐI"
175,Text,"BUTTON_TEXT2","send_button_4","GỬI ĐI"
176,Text,"FORM_ITEM2","send_button_5","GỬI ĐI"
177,Text,"FORM_ITEM3","text_form_item3","Lựa chọn"
178,Text,"FORM_ITEM4","text_form_item4","Lựa chọn"
179,Text,"FORM_ITEM5","bride_name_12","Khách mời Cô dâu"
180,Text,"FORM_ITEM6","text_form_item6",""
181,Text,"GROUP39","text_group39","Tiến Anh &amp; Ngọc Huyền"
182,Image,"IMAGE53","image_53",""
183,Text,"BOX19","text_box19","Tiến Anh &amp; Ngọc Huyền"
184,Text,"HEADLINE71","headline_71","Tiến Anh &amp; Ngọc Huyền"
185,Text,"HEADLINE72","headline_72","Tiến Anh &amp; Ngọc Huyền"
186,Text,"GROUP40","text_group40","- Happy Wedding -&nbsp;"
187,Text,"PARAGRAPH8","weekday_3","Bản quyền thuộc Aurora - Thiệp Cưới Online"
188,Image,"GALLERY1","gallery_1",""
189,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
190,Text,"mask0_427_34","text_mask0_427_34",""
191,Text,"mask1_427_34","text_mask1_427_34",""
192,Text,"mask2_427_34","text_mask2_427_34",""
193,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
194,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
195,Text,"SECTION1","and_text_9","Thiệp mờiwedding invitationBạn và Gia Đình"
196,Text,"GROUP23","groom_name_4","Cô dâuTiến AnhChú rể là người đàn ông chín chắn, mạnh mẽ và đầy trách nhiệm. Anh mang trái tim ấm áp, luôn quan tâm và che chở cho người mình yêu. Trong ngày cưới, ánh mắt anh tràn đầy hạnh phúc và tự..."
197,Text,"SECTION5","event_date_2","CÂU CHUYỆN TÌNH YÊU[20.01.2013]Ngày ấy, giữa muôn vàn con người, chúng ta chạm mặt nhau như một sự sắp đặt của định mệnh. Ánh mắt đầu tiên đã mở ra câu chuyện dài đầy yêu thương.[15.04.2025]Những buổi..."
198,Text,"SECTION6","view_button_4","XEM THÊM"
199,Text,"GROUP32","view_button_5","XEM THÊM"
200,Text,"GROUP35","bride_name_13","Name of Quý KháchSố điện thoạiXác nhận tham giaBạn là khách mời của ai?Gửi những lời chúc tốt đẹp nhấtGỬI ĐILựa chọnCó! Tôi sẽ đếnXin Lỗi! Tôi không đến đượcBạn là khách mời của ai?Khách mời Cô dâuKhá..."
201,Text,"GROUP25","event_year_8","Name of Quý KháchSố điện thoạiXác nhận tham giaBạn là khách mời của ai?Gửi những lời chúc tốt đẹp nhất"
202,Text,"SECTION10","weekday_4","Tiến Anh & Ngọc Huyền- Happy Wedding -Bản quyền thuộc Aurora - Thiệp Cưới Online"
203,Text,"IMAGE3","text_image3","Thiệp mời"
204,Text,"IMAGE8","bride_name_14","Cô dâu"
205,Text,"IMAGE11","bride_name_15","Cô dâu"
206,Text,"IMAGE13","timeline_title_5","Timeline"
207,Text,"IMAGE19","text_image19","[20.01.2013]"
208,Text,"IMAGE20","text_image20","[15.04.2025]"
209,Text,"IMAGE21","text_image21","[07.12.2025]"
210,Text,"IMAGE33","text_image33","Tiến Anh"
211,Text,"IMAGE34","text_image34","Ngọc Huyền"
212,Image,"SECTION1","image_SECTION1",""
213,Image,"HEADLINE17","image_HEADLINE17",""
214,Image,"HEADLINE70","image_HEADLINE70",""
215,Image,"BOX3","image_BOX3",""
216,Image,"BOX4","image_BOX4",""
217,Image,"BOX5","image_BOX5",""
218,Image,"BOX6","image_BOX6",""
219,Image,"SECTION4","image_SECTION4",""
220,Image,"HEADLINE38","image_HEADLINE38",""
221,Image,"GROUP18","image_GROUP18",""
222,Image,"SECTION5","image_SECTION5",""
223,Image,"GROUP27","image_GROUP27",""
224,Image,"HEADLINE39","image_HEADLINE39",""
225,Image,"GROUP13","image_GROUP13",""
226,Image,"GROUP15","image_GROUP15",""
227,Image,"GROUP16","image_GROUP16",""
228,Image,"GROUP28","image_GROUP28",""
229,Image,"GROUP32","image_GROUP32",""
230,Image,"GROUP30","image_GROUP30",""
231,Image,"GROUP33","image_GROUP33",""
232,Image,"HEADLINE48","image_HEADLINE48",""
233,Image,"HEADLINE52","image_HEADLINE52",""
234,Image,"HEADLINE55","image_HEADLINE55",""
235,Image,"GROUP34","image_GROUP34",""
236,Image,"SECTION10","image_SECTION10",""
237,Image,"GROUP39","image_GROUP39",""
238,Image,"CorvcPFxUz","image_CorvcPFxUz",""
239,Gallery,"GALLERY1","gallery1",""
