STT,Loại,ID,Tên cột,Nội dung
141,Text,"SECTION5","bride_name_8","VỀ CHÚNG TÔICô DâuThu HòaCô dâu là một người con gái nhẹ nhàng nhưng đầy cá tính. Với trái tim chân thành và nụ cười tỏa nắng, cô luôn lan tỏa sự ấm áp đến gia đình và bạn bè. Trong tình yêu, cô không..."
142,Text,"GROUP41","text_group41","VỀ CHÚNG TÔI"
143,Text,"SECTION6","grandfather_name","LOVE STORYHẹn hòNhững buổi hẹn hò đầu tiên tràn ngập tiếng cười, những câu chuyện không hồi kết và ánh nhìn lấp lánh hy vọng. Họ cùng nhau đi qua nhiều con phố, chia sẻ những ước mơ và vun đắp niềm ti..."
144,Text,"SECTION7","view_button_6","PHOTOBOOKOurXEM THÊM"
145,Text,"SECTION11","text_section11","VIDEO CƯỚIChúng tôi luôn có những khoảnh khắc vui vẻ cùng nhau, dù là ở đâu, hay là bất cứ khi nào !!!"
146,Text,"GROUP45","text_group45","VIDEO CƯỚIChúng tôi luôn có những khoảnh khắc vui vẻ cùng nhau, dù là ở đâu, hay là bất cứ khi nào !!!"
147,Text,"SECTION8","groom_name_6","HỘP MỪNG CƯỚITới chú rểDoan Nhat Vu0123456789Tới cô dâuTran Thu Minh0123456789"
148,Text,"SECTION10","weekday_2","Gửi Lời ChúcCó, tôi sẽ đếnXin lỗi, tôi bận mất rồiTên của Quý khách*Số điện thoạiGửi những lời chúc tốt đẹpQuý khách sẽ tham dự chứ?Thank you!Bản quyền thuộc Aurora - Thiệp Cưới Online"
149,Text,"GROUP48","weekday_3","Bản quyền thuộc Aurora - Thiệp Cưới Online"
150,Text,"IMAGE36","text_image36","Doan Nhat Vu"
151,Text,"IMAGE1","text_image1","10.11.2025"
152,Text,"IMAGE2","the_text","Together with us"
153,Text,"IMAGE4","text_image4","T"
154,Text,"LINE1","text_line1","H"
155,Text,"IMAGE6","text_image6","Lê Tùng"
156,Text,"LINE2","text_line2","17:00"
157,Text,"IMAGE8","text_image8","Wedding"
158,Text,"IMAGE11","text_image11","17:45"
159,Text,"IMAGE9","text_image9","16:30"
160,Text,"IMAGE10","marriage_ceremony_2","Nghi lễ thành hôn"
161,Text,"IMAGE13","bride_name_9","Cô Dâu"
162,Text,"IMAGE14","bride_name_10","Cô dâu là một người con gái nhẹ nhàng nhưng đầy cá tính. Với trái tim chân thành và nụ cười tỏa nắng, cô luôn lan tỏa sự ấm áp đến gia đình và bạn bè. Trong tình yêu, cô không chỉ là người bạn đồng hà..."
163,Text,"IMAGE23","love_text_2","LOVE STORY"
164,Text,"IMAGE21","text_image21","Hẹn hò"
165,Text,"IMAGE22","text_image22","Chúng mình kết hôn"
166,Text,"IMAGE20","text_image20","Lần đầu gặp nhau."
167,Text,"IMAGE24","text_image24","PHOTOBOOK"
168,Text,"BOX21","text_box21","Thank you!"
169,Image,"SECTION1","image_SECTION1",""
170,Image,"BOX1","image_BOX1",""
171,Image,"PARAGRAPH1","image_PARAGRAPH1",""
172,Image,"PARAGRAPH2","image_PARAGRAPH2",""
173,Image,"PARAGRAPH4","image_PARAGRAPH4",""
174,Image,"PARAGRAPH6","image_PARAGRAPH6",""
175,Image,"SECTION3","image_SECTION3",""
176,Image,"PARAGRAPH9","image_PARAGRAPH9",""
177,Image,"SECTION4","image_SECTION4",""
178,Image,"PARAGRAPH20","image_PARAGRAPH20",""
179,Image,"PARAGRAPH26","image_PARAGRAPH26",""
180,Image,"PARAGRAPH22","image_PARAGRAPH22",""
181,Image,"PARAGRAPH28","image_PARAGRAPH28",""
182,Image,"GROUP4","image_GROUP4",""
183,Image,"GROUP30","image_GROUP30",""
184,Image,"SECTION6","image_SECTION6",""
185,Image,"PARAGRAPH35","image_PARAGRAPH35",""
186,Image,"GROUP32","image_GROUP32",""
187,Image,"GROUP10","image_GROUP10",""
188,Image,"GROUP6","image_GROUP6",""
189,Image,"SECTION7","image_SECTION7",""
190,Image,"GROUP13","image_GROUP13",""
191,Image,"GROUP14","image_GROUP14",""
192,Image,"GROUP15","image_GROUP15",""
193,Image,"GROUP16","image_GROUP16",""
194,Image,"PARAGRAPH45","image_PARAGRAPH45",""
195,Image,"HEADLINE13","image_HEADLINE13",""
196,Image,"HEADLINE14","image_HEADLINE14",""
197,Image,"HEADLINE16","image_HEADLINE16",""
198,Image,"HEADLINE21","image_HEADLINE21",""
199,Image,"GROUP47","image_GROUP47",""
200,Image,"uwbjvTekAN","image_uwbjvTekAN",""
201,Gallery,"GALLERY1","gallery1",""
