STT,Loại,ID,Tên cột,Nội dung
141,Image,"IMAGE19","image_19",""
142,Text,"PARAGRAPH7","text_7","4:00 PM&nbsp;"
143,Text,"PARAGRAPH8","text_8","4:00 PM&nbsp;"
144,Image,"IMAGE20","image_20",""
145,Image,"IMAGE22","image_22",""
146,Image,"IMAGE23","image_23",""
147,Image,"IMAGE24","image_24",""
148,Text,"PARAGRAPH9","the_text_2","We tie the knot..."
149,Image,"IMAGE25","image_25",""
150,Image,"IMAGE26","image_26",""
151,Image,"IMAGE27","image_27",""
152,Image,"IMAGE28","image_28",""
153,Text,"GROUP11","view_button","XEM THÊM"
154,Text,"HEADLINE37","view_button_2","XEM THÊM"
155,Text,"SHAPE1","view_button_3","XEM THÊM"
156,Text,"SECTION6","text_section6","LOOKING FORWARD TO CELEBRATING WITH YOU."
157,Text,"HEADLINE38","headline_38","LOOKING FORWARD TO CELEBRATING WITH YOU."
158,Text,"HEADLINE40","headline_40","LOOKING FORWARD TO CELEBRATING WITH YOU."
159,Text,"GROUP15","text_group15","R.S.V.P"
160,Text,"PARAGRAPH10","text_10","R.S.V.P"
161,Text,"PARAGRAPH11","text_11","Tên của Quý khách*"
162,Text,"PARAGRAPH12","text_12","Tên của Quý khách*"
163,Text,"PARAGRAPH14","text_14","Số điện thoại"
164,Text,"FORM2","send_button","Gửi những lời chúc tốt đẹp nhất"
165,Text,"687876a9227d8a0013a24b96","send_button_2","Gửi những lời chúc tốt đẹp nhất"
166,Text,"BUTTON2","send_button_3","GỬI ĐI"
167,Text,"BUTTON_TEXT2","send_button_4","GỬI ĐI"
168,Text,"FORM_ITEM2","send_button_5","GỬI ĐI"
169,Text,"FORM_ITEM3","text_form_item3","Lựa chọn"
170,Text,"FORM_ITEM5","text_form_item5","Lựa chọn"
171,Text,"FORM_ITEM6","text_form_item6",""
172,Text,"SECTION7","text_section7","HỘP MỪNG CƯỚI"
173,Text,"HEADLINE42","headline_42","HỘP MỪNG CƯỚI"
174,Text,"GROUP31","text_group31","HỘP MỪNG CƯỚI"
175,Text,"BOX5","text_box5","HỘP MỪNG CƯỚI"
176,Image,"IMAGE30","image_30",""
177,Text,"BUTTON3","button_3","Tải ảnh QR"
178,Text,"BUTTON_TEXT3","button_3_2","Tải ảnh QR"
179,Text,"BUTTON4","button_4","Tải ảnh QR"
180,Text,"BUTTON_TEXT4","button_4_2","Copy STK"
181,Text,"HEADLINE45","headline_45","Copy STK"
182,Text,"GROUP32","groom_name","CHÚ RỂ"
183,Text,"BOX6","groom_name_2","CHÚ RỂ"
184,Image,"IMAGE31","image_31",""
185,Text,"BUTTON5","button_5","Tải ảnh QR"
186,Text,"BUTTON_TEXT5","button_5_2","Tải ảnh QR"
187,Text,"BUTTON6","button_6","Tải ảnh QR"
188,Text,"BUTTON_TEXT6","button_6_2","Copy STK"
189,Text,"HEADLINE48","headline_48","Copy STK"
190,Text,"HEADLINE49","headline_49","Copy STK"
191,Text,"GROUP46","text_group46","Thank you!"
192,Text,"PARAGRAPH22","weekday_5","Bản quyền thuộc Aurora - Thiệp Cưới Online"
193,Image,"GALLERY1","gallery_1",""
194,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
195,Text,"mask0_427_34","text_mask0_427_34",""
196,Text,"mask1_427_34","text_mask1_427_34",""
197,Text,"mask2_427_34","text_mask2_427_34",""
198,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
199,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
200,Text,"SECTION1","save_the_date_5","SAVE THE DATELOUIS & KELLYWEDDINGCelebration"
201,Text,"GROUP25","event_date_17","ĐẾM NGƯỢC NGÀY CƯỚI00084124NgàyGiờPhútGiây"
202,Text,"GROUP42","event_date_18","ĐẾM NGƯỢC NGÀY CƯỚI00084124NgàyGiờPhútGiây"
203,Text,"GROUP8","text_group8","3:00 PMĐÓN KHÁCH"
204,Text,"GROUP9","wedding_ceremony","3:30 PMLỄ CƯỚI"
205,Text,"GROUP10","text_group10","4:00 PMKHAI TIỆC"
206,Text,"SECTION5","view_button_4","We tie the knot...XEM THÊM"
207,Text,"GROUP28","the_text_3","We tie the knot..."
208,Image,"SECTION1","image_SECTION1",""
209,Image,"GROUP19","image_GROUP19",""
210,Image,"HEADLINE8","image_HEADLINE8",""
211,Image,"HEADLINE12","image_HEADLINE12",""
212,Image,"HEADLINE23","image_HEADLINE23",""
213,Image,"GROUP4","image_GROUP4",""
214,Image,"GROUP5","image_GROUP5",""
215,Image,"HEADLINE60","image_HEADLINE60",""
216,Image,"GROUP38","image_GROUP38",""
217,Image,"GROUP39","image_GROUP39",""
218,Image,"HEADLINE36","image_HEADLINE36",""
219,Image,"GROUP7","image_GROUP7",""
220,Image,"GROUP8","image_GROUP8",""
221,Image,"PARAGRAPH4","image_PARAGRAPH4",""
222,Image,"PARAGRAPH6","image_PARAGRAPH6",""
223,Image,"PARAGRAPH8","image_PARAGRAPH8",""
224,Image,"GROUP18","image_GROUP18",""
225,Image,"BOX3","image_BOX3",""
226,Image,"PARAGRAPH9","image_PARAGRAPH9",""
227,Image,"GROUP29","image_GROUP29",""
228,Image,"GROUP31","image_GROUP31",""
229,Image,"GROUP32","image_GROUP32",""
230,Image,"TAHCvfjVnZ","image_TAHCvfjVnZ",""
231,Gallery,"GALLERY1","gallery1",""
