STT,Loại,ID,Tên cột,Nội dung
151,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
152,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
153,Text,"SECTION1","text_section1","Nhà Có Hỷ"
154,Text,"GROUP35","save_text_4","Savethedate"
155,Text,"GROUP24","wedding_party_2","ăn hỏirước dâuTiệc cưới10 : 3011 : 0011 : 30"
156,Text,"GROUP12","text_group12","10 : 3011 : 0011 : 30"
157,Text,"SECTION7","groom_name_3","Cảm ơn bạn rất nhiều vì đã gửi những lời chúc mừng tốt đẹp nhất đến đám cưới của chúng mình!Gửi lời chúcBạn Cô Dâu Chú RểBạn cô DâuBạn chú RểBạn Dâu RểGửi Lời Chúc Mừng"
158,Text,"GROUP25","groom_name_4","Gửi lời chúcBạn Cô Dâu Chú RểBạn cô DâuBạn chú RểBạn Dâu Rể"
159,Text,"GROUP39","groom_name_5","Tải ảnh QRCopy STKCHÚ RỂ"
160,Text,"GROUP40","bride_name_2","Tải ảnh QRCopy STKCÔ DÂU"
161,Text,"GROUP21","groom_name_6","GỬI ĐILựa chọnCó! Tôi sẽ đếnXin Lỗi! Tôi không đến đượcBạn là khách mời của ai?Khách mời Cô dâuKhách mời Chú rểKhách mời cả 2Name of Quý KháchSố điện thoạiQuý khách sẽ thạm dự chứ?Bạn là khách mời của..."
162,Text,"SECTION_POPUP","groom_name_7","Hộp mừng cướiVợ chồng xin cảm ơn tất cả tình cảm của mọi người ạ ♥MỪNG CƯỚI ĐẾNCHÚ RỂTải ảnh QRCopy STKTải ảnh QRCopy STKCHÚ RỂTải ảnh QRCopy STKCÔ DÂU"
163,Text,"GROUP32","groom_name_8","Tải ảnh QRCopy STKCHÚ RỂ"
164,Text,"GROUP30","bride_name_3","Tải ảnh QRCopy STKCÔ DÂU"
165,Text,"IMAGE39","text_image39","Nhà Có Hỷ"
166,Text,"IMAGE4","text_image4","QUỐC ĐẠT"
167,Text,"IMAGE9","save_text_5","Save"
168,Text,"IMAGE13","text_image13","ăn hỏi"
169,Image,"SECTION1","image_SECTION1",""
170,Image,"HEADLINE3","image_HEADLINE3",""
171,Image,"HEADLINE46","image_HEADLINE46",""
172,Image,"HEADLINE6","image_HEADLINE6",""
173,Image,"GROUP35","image_GROUP35",""
174,Image,"BOX1","image_BOX1",""
175,Image,"GROUP5","image_GROUP5",""
176,Image,"HEADLINE22","image_HEADLINE22",""
177,Image,"GROUP36","image_GROUP36",""
178,Image,"HEADLINE50","image_HEADLINE50",""
179,Image,"HEADLINE53","image_HEADLINE53",""
180,Image,"BUTTON_TEXT7","image_BUTTON_TEXT7",""
181,Image,"HEADLINE44","image_HEADLINE44",""
182,Image,"HEADLINE41","image_HEADLINE41",""
183,Image,"DIzkLXYMUD","image_DIzkLXYMUD",""
184,Gallery,"GALLERY1","gallery1",""
