STT,Loại,ID,Tên cột,Nội dung
109,Text,"BUTTON_TEXT32","send_button_5","Gửi lời chúc"
110,Text,"FORM_ITEM27","send_button_6","Gửi lời chúc"
111,Text,"FORM_ITEM28","text_form_item28",""
112,Text,"FORM_ITEM29","groom_name","Bạn Cô Dâu Chú Rể"
113,Text,"HEADLINE82","groom_name_2","Bạn chú Rể"
114,Text,"SECTION8","send_button_7","Gửi Lời Chúc Mừng"
115,Text,"PARAGRAPH8","text_8","VIDEO CƯỚI"
116,Text,"PARAGRAPH9","text_9","VIDEO CƯỚI"
117,Video,"VIDEO1","video_1",""
118,Text,"SHAPE1","text_shape1",""
119,Text,"PARAGRAPH15","confirm_button_9","Xác nhận tham dự đám cưới của Tín &amp; Thư"
120,Text,"FORM5","confirm_button_10","Xác nhận tham dự đám cưới của Tín &amp; Thư"
121,Text,"687876a9227d8a0013a24b96","confirm_button_11","Xác nhận tham dự đám cưới của Tín &amp; Thư"
122,Text,"BUTTON29","confirm_button_12","Xác nhận"
123,Text,"BUTTON_TEXT29","confirm_button_13","Xác nhận"
124,Text,"FORM_ITEM15","confirm_button_14","Xác nhận"
125,Text,"FORM_ITEM16","text_form_item16",""
126,Text,"FORM_ITEM17","text_form_item17",""
127,Text,"FORM_ITEM18","text_form_item18","Có, tôi sẽ đến"
128,Text,"FORM_ITEM19","text_form_item19","Xin lỗi, tôi bận mất rồi."
129,Text,"FORM_ITEM20","text_form_item20","2 Người"
130,Text,"HEADLINE79","groom_family_7","Khách nhà trai"
131,Text,"SECTION6","confirm_button_15","Xác Nhận Tham Dự"
132,Text,"GROUP35","confirm_button_16","Xác Nhận Tham Dự"
133,Image,"IMAGE22","image_22",""
134,Text,"BOX14","text_box14","Đức Tín &amp; Minh Thư"
135,Text,"HEADLINE66","headline_66","Đức Tín &amp; Minh Thư"
136,Text,"HEADLINE67","headline_67","Đức Tín &amp; Minh Thư"
137,Text,"GROUP38","text_group38","- Happy Wedding -&nbsp;"
138,Text,"PARAGRAPH7","weekday_4","Bản quyền thuộc Aurora - Thiệp Cưới Online"
139,Text,"POPUP2","text_popup2","MỪNG CƯỚI ĐẾN"
140,Text,"GROUP11","text_group11","MỪNG CƯỚI ĐẾN"
141,Text,"GROUP12","text_group12","MỪNG CƯỚI ĐẾN"
142,Text,"BOX3","text_box3","MỪNG CƯỚI ĐẾN"
143,Text,"HEADLINE32","headline_32","MỪNG CƯỚI ĐẾN"
144,Text,"BUTTON5","button_5","MỪNG CƯỚI ĐẾN"
145,Text,"BUTTON_TEXT5","button_5_2","MỪNG CƯỚI ĐẾN"
146,Text,"BUTTON6","button_6","Tải ảnh QR"
147,Text,"BUTTON_TEXT6","button_6_2","Tải ảnh QR"
148,Image,"IMAGE7","image_7",""
149,Text,"GROUP16","text_group16",""
150,Text,"GROUP17","text_group17","Tải ảnh QR"
151,Text,"BOX5","text_box5","Tải ảnh QR"
152,Text,"BUTTON9","button_9","Tải ảnh QR"
153,Text,"BUTTON_TEXT9","button_9_2","Tải ảnh QR"
154,Text,"BUTTON10","button_10","Tải ảnh QR"
155,Text,"BUTTON_TEXT10","button_10_2","Copy STK"
156,Text,"HEADLINE40","headline_40","Copy STK"
157,Image,"IMAGE9","image_9",""
158,Text,"POPUP4","text_popup4","MỪNG CƯỚI ĐẾN"
159,Text,"GROUP25","text_group25","MỪNG CƯỚI ĐẾN"
160,Text,"GROUP26","text_group26","MỪNG CƯỚI ĐẾN"
161,Text,"BOX9","text_box9","MỪNG CƯỚI ĐẾN"
162,Text,"HEADLINE54","headline_54","MỪNG CƯỚI ĐẾN"
163,Text,"BUTTON19","button_19","MỪNG CƯỚI ĐẾN"
164,Text,"BUTTON_TEXT19","button_19_2","MỪNG CƯỚI ĐẾN"
165,Text,"BUTTON20","button_20","Tải ảnh QR"
166,Text,"BUTTON_TEXT20","button_20_2","Tải ảnh QR"
167,Image,"IMAGE14","image_14",""
168,Text,"GROUP28","text_group28",""
169,Text,"GROUP29","text_group29","Tải ảnh QR"
170,Text,"BOX10","text_box10","Tải ảnh QR"
171,Text,"BUTTON21","button_21","Tải ảnh QR"
172,Text,"BUTTON_TEXT21","button_21_2","Tải ảnh QR"
173,Text,"BUTTON22","button_22","Tải ảnh QR"
174,Text,"BUTTON_TEXT22","button_22_2","Copy STK"
175,Text,"HEADLINE59","headline_59","Copy STK"
176,Image,"IMAGE15","image_15",""
177,Image,"GALLERY1","gallery_1",""
178,Text,"PARAGRAPH16","confirm_button_17","Xác nhận tham dự đám cưới của Tín &amp; Thư"
179,Text,"FORM6","confirm_button_18","Xác nhận tham dự đám cưới của Tín &amp; Thư"
180,Text,"BUTTON30","confirm_button_19","Xác nhận"
181,Text,"BUTTON_TEXT30","confirm_button_20","Xác nhận"
182,Text,"FORM_ITEM21","confirm_button_21","Xác nhận"
183,Text,"FORM_ITEM22","text_form_item22",""
184,Text,"FORM_ITEM23","text_form_item23",""
185,Text,"FORM_ITEM24","text_form_item24","Có, tôi sẽ đến"
186,Text,"FORM_ITEM25","grandfather_name_5","Tiếc quá ngày hôm đó tôi có công việc gia đình mất rồi"
187,Text,"FORM_ITEM26","text_form_item26","2 Người"
188,Text,"HEADLINE80","groom_family_8","Khách nhà trai"
189,Text,"backdrop-popup","confirm_button_22","Xác Nhận Tham Dự"
190,Text,"backdrop-dropbox","confirm_button_23","Xác Nhận Tham Dự"
191,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
192,Text,"mask0_427_34","text_mask0_427_34",""
193,Text,"mask1_427_34","text_mask1_427_34",""
194,Text,"mask2_427_34","text_mask2_427_34",""
195,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
196,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
197,Text,"SECTION9","album_title_2","Album ảnh của chúng tôi!XEM THÊM"
198,Text,"SECTION11","groom_name_3","Cảm ơn bạn rất nhiều vì đã gửi những lời chúc mừng tốt đẹp nhất đến đám cưới của chúng mình!Gửi lời chúcBạn Cô Dâu Chú RểBạn cô DâuBạn chú RểBạn Dâu RểGửi Lời Chúc Mừng"
199,Text,"GROUP46","groom_name_4","Gửi lời chúcBạn Cô Dâu Chú RểBạn cô DâuBạn chú RểBạn Dâu Rể"
200,Text,"GROUP39","text_group39","VIDEO CƯỚIChúng tôi luôn có những khoảnh khắc vui vẻ cùng nhau, dù là ở đâu, hay là bất cứ khi nào !!!"
201,Text,"SECTION10","confirm_button_24","Xác nhận tham dự đám cưới của Tín & ThưĐiều này giúp chúng tôi đón tiếp các bạn chu đáo và đầy đủ hơn. Xin cảm ơn !!!Xác nhậnCó, tôi sẽ đếnXin lỗi, tôi bận mất rồi.Số người đi cùngĐi một mình1 Người2 ..."
202,Text,"GROUP44","confirm_button_25","Xác nhận tham dự đám cưới của Tín & ThưĐiều này giúp chúng tôi đón tiếp các bạn chu đáo và đầy đủ hơn. Xin cảm ơn !!!Xác nhậnCó, tôi sẽ đếnXin lỗi, tôi bận mất rồi.Số người đi cùngĐi một mình1 Người2 ..."
203,Text,"SECTION_POPUP","groom_name_5","MỪNG CƯỚI ĐẾNCHÚ RỂTải ảnh QRCopy STKTải ảnh QRCopy STKMỪNG CƯỚI ĐẾNCHÚ RỂMỪNG CƯỚI ĐẾNCHÚ RỂTải ảnh QRCopy STKTải ảnh QRCopy STKMỪNG CƯỚI ĐẾNCÔ DÂUXác nhận tham dự đám cưới của Tín & ThưĐiều này giúp..."
204,Text,"POPUP6","grandfather_name_6","Xác nhận tham dự đám cưới của Tín & ThưĐiều này giúp chúng tôi đón tiếp các bạn chu đáo và đầy đủ hơn. Xin cảm ơn !!!Xác nhậnCó, tôi sẽ đếnTiếc quá ngày hôm đó tôi có công việc gia đình mất rồiSố ngườ..."
205,Text,"GROUP45","grandfather_name_7","Xác nhận tham dự đám cưới của Tín & ThưĐiều này giúp chúng tôi đón tiếp các bạn chu đáo và đầy đủ hơn. Xin cảm ơn !!!Xác nhậnCó, tôi sẽ đếnTiếc quá ngày hôm đó tôi có công việc gia đình mất rồiSố ngườ..."
206,Text,"IMAGE1","text_image1","Đức Tín &amp; Minh Thư"
207,Text,"IMAGE4","text_image4","""Sự gì Thiên Chúa đã kết hợp,"
208,Text,"IMAGE5","text_image5","Đón Khách: 16H30"
209,Text,"BOX15","weekday_5","Bản quyền thuộc Aurora - Thiệp Cưới Online"
210,Image,"SECTION2","image_SECTION2",""
211,Image,"HEADLINE78","image_HEADLINE78",""
212,Image,"HEADLINE15","image_HEADLINE15",""
213,Image,"PARAGRAPH12","image_PARAGRAPH12",""
214,Image,"SECTION6","image_SECTION6",""
215,Image,"GROUP35","image_GROUP35",""
216,Image,"BUTTON_TEXT6","image_BUTTON_TEXT6",""
217,Image,"HEADLINE40","image_HEADLINE40",""
218,Image,"BUTTON_TEXT20","image_BUTTON_TEXT20",""
219,Image,"HEADLINE59","image_HEADLINE59",""
220,Image,"LLXcoPzDuz","image_LLXcoPzDuz",""
221,Gallery,"GALLERY1","gallery1",""
