STT,Loại,ID,Tên cột,Nội dung
128,Image,"IMAGE27","image_27",""
129,Image,"IMAGE28","image_28",""
130,Image,"IMAGE29","image_29",""
131,Image,"IMAGE30","image_30",""
132,Text,"GROUP14","view_button_9","XEM THÊM"
133,Text,"HEADLINE69","view_button_10","XEM THÊM"
134,Text,"SHAPE4","view_button_11","XEM THÊM"
135,Text,"BUTTON4","button_4","Mừng cưới"
136,Text,"BUTTON_TEXT4","button_4_2","Mừng cưới"
137,Text,"SECTION7","text_section7","Mừng cưới"
138,Image,"IMAGE16","image_16",""
139,Image,"IMAGE13","image_13",""
140,Text,"BOX6","text_box6",""
141,Image,"IMAGE14","image_14",""
142,Text,"GROUP13","event_date_8","Ngày vui sẽ trọn vẹn hơn với sự hiện diện quý báu"
143,Text,"HEADLINE58","event_date_9","Ngày vui sẽ trọn vẹn hơn với sự hiện diện quý báu"
144,Text,"HEADLINE59","event_date_10","Ngày vui sẽ trọn vẹn hơn với sự hiện diện quý báu"
145,Text,"HEADLINE60","event_date_11","Ngày vui sẽ trọn vẹn hơn với sự hiện diện quý báu"
146,Text,"SECTION8","invitation_text_3","Trân trọng kính mời!"
147,Text,"HEADLINE61","invitation_text_4","Trân trọng kính mời!"
148,Text,"HEADLINE62","headline_62","BẠN SẼ ĐẾN CHỨ?"
149,Text,"FORM2","event_date_12","Thật ý nghĩa cho ngày thiêng liêng nếu có sự"
150,Text,"687876a9227d8a0013a24b96","and_text_5","tham dự của quý vị và gia. Vui lòng phản hồi trước 10.08.2025"
151,Text,"BUTTON3","confirm_button_7","Xác Nhận"
152,Text,"BUTTON_TEXT3","confirm_button_8","Xác Nhận"
153,Text,"FORM_ITEM2","confirm_button_9","Xác Nhận"
154,Text,"FORM_ITEM3","confirm_button_10","Xác nhận tham gia"
155,Text,"FORM_ITEM4","confirm_button_11","Xác nhận tham gia"
156,Text,"FORM_ITEM5","bride_name","Khách mời Cô dâu"
157,Text,"FORM_ITEM6","text_form_item6",""
158,Text,"FORM_ITEM7","text_form_item7",""
159,Text,"HEADLINE64","headline_64","Số người tham dự"
160,Text,"HEADLINE65","headline_65","Số người tham dự"
161,Text,"GROUP23","text_group23","Thank you!"
162,Text,"PARAGRAPH4","weekday_9","Bản quyền thuộc AuroraWedding - Thiệp Cưới Online"
163,Image,"GALLERY1","gallery_1",""
164,Text,"POPUP2","text_popup2","Hộp mừng cưới"
165,Text,"HEADLINE70","headline_70","Hộp mừng cưới"
166,Text,"PARAGRAPH3","text_3","Hộp mừng cưới"
167,Text,"GROUP16","text_group16","Hộp mừng cưới"
168,Text,"GROUP17","text_group17","Vợ chồng xin cảm ơn tất cả tình cảm của mọi người ạ ♥"
169,Text,"BOX8","text_box8","Vợ chồng xin cảm ơn tất cả tình cảm của mọi người ạ ♥"
170,Text,"HEADLINE71","headline_71","MỪNG CƯỚI ĐẾN"
171,Text,"BUTTON5","button_5","MỪNG CƯỚI ĐẾN"
172,Text,"BUTTON_TEXT5","button_5_2","MỪNG CƯỚI ĐẾN"
173,Text,"BUTTON6","button_6","Tải ảnh QR"
174,Text,"BUTTON_TEXT6","button_6_2","Tải ảnh QR"
175,Image,"IMAGE32","image_32",""
176,Text,"BUTTON7","button_7","Tải ảnh QR"
177,Text,"BUTTON_TEXT7","button_7_2","Tải ảnh QR"
178,Text,"BUTTON8","button_8","Tải ảnh QR"
179,Text,"BUTTON_TEXT8","button_8_2","Tải ảnh QR"
180,Text,"HEADLINE76","headline_76","Copy STK"
181,Image,"IMAGE33","image_33",""
182,Text,"BUTTON9","button_9","Tải ảnh QR"
183,Text,"BUTTON_TEXT9","button_9_2","Tải ảnh QR"
184,Text,"BUTTON10","button_10","Tải ảnh QR"
185,Text,"BUTTON_TEXT10","button_10_2","Tải ảnh QR"
186,Text,"HEADLINE79","headline_79","Copy STK"
187,Image,"IMAGE34","image_34",""
188,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
189,Text,"mask0_427_34","text_mask0_427_34",""
190,Text,"mask1_427_34","text_mask1_427_34",""
191,Text,"mask2_427_34","text_mask2_427_34",""
192,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
193,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
194,Text,"SECTION12","groom_family_7","Tiệc Cưới Nhà Trai11h00 Thứ 5, ngày 05/06/2025Tầng 4, Selegend HotelSố 36 Quang Trung, Trần Hưng Đạo, Thái BìnhXác nhận tham dựXem bản đồTiệc Cưới Nhà Gái10h30 Thứ 4, ngày 04/06/2025Golden PalaceSố 98..."
195,Text,"SECTION_POPUP","groom_name_2","Hộp mừng cướiVợ chồng xin cảm ơn tất cả tình cảm của mọi người ạ ♥MỪNG CƯỚI ĐẾNCHÚ RỂTải ảnh QRCopy STKTải ảnh QRCopy STKMỪNG CƯỚI ĐẾNCÔ DÂUTải ảnh QRCopy STKMỪNG CƯỚI ĐẾNCHÚ RỂ"
196,Text,"GROUP18","groom_name_3","Tải ảnh QRCopy STKMỪNG CƯỚI ĐẾNCÔ DÂUTải ảnh QRCopy STKMỪNG CƯỚI ĐẾNCHÚ RỂ"
197,Text,"GROUP19","bride_name_2","Tải ảnh QRCopy STKMỪNG CƯỚI ĐẾNCÔ DÂU"
198,Text,"GROUP20","bride_name_3","Tải ảnh QRCopy STKMỪNG CƯỚI ĐẾNCÔ DÂU"
199,Text,"GROUP21","groom_name_4","Tải ảnh QRCopy STKMỪNG CƯỚI ĐẾNCHÚ RỂ"
200,Text,"GROUP22","groom_name_5","Tải ảnh QRCopy STKMỪNG CƯỚI ĐẾNCHÚ RỂ"
201,Text,"IMAGE2","text_image2","HOÀNG VI"
202,Text,"IMAGE10","text_image10","WEDDING"
203,Text,"IMAGE11","event_month_3","THÁNG 08.2025"
204,Text,"IMAGE12","weekday_10","THỨ 7"
205,Text,"IMAGE14","text_image14","DE"
206,Text,"BOX11","weekday_11","Bản quyền thuộc AuroraWedding - Thiệp Cưới Online"
207,Image,"SECTION1","image_SECTION1",""
208,Image,"SECTION2","image_SECTION2",""
209,Image,"SECTION3","image_SECTION3",""
210,Image,"BOX5","image_BOX5",""
211,Image,"SECTION5","image_SECTION5",""
212,Image,"HEADLINE25","image_HEADLINE25",""
213,Image,"HEADLINE45","image_HEADLINE45",""
214,Image,"PARAGRAPH2","image_PARAGRAPH2",""
215,Image,"SECTION7","image_SECTION7",""
216,Image,"BOX6","image_BOX6",""
217,Image,"BUTTON_TEXT6","image_BUTTON_TEXT6",""
218,Image,"HEADLINE76","image_HEADLINE76",""
219,Image,"HEADLINE79","image_HEADLINE79",""
220,Image,"xKYmEOdcEg","image_xKYmEOdcEg",""
221,Gallery,"GALLERY1","gallery1",""
