STT,Loại,ID,Tên cột,Nội dung
141,Text,"FORM_ITEM2","send_button_6","Gửi đi"
142,Text,"FORM_ITEM6","text_form_item6","Mình sẽ đến"
143,Text,"FORM_ITEM7","grandfather_name","Mình không đến"
144,Text,"FORM_ITEM9","groom_family_16","Tiệc Cưới Nhà Trai"
145,Text,"FORM_ITEM10","text_form_item10","Sự lựa chọn"
146,Text,"FORM_ITEM11","text_form_item11","Bạn đi bao nhiêu người ?"
147,Text,"PARAGRAPH47","text_47","Họ Tên:"
148,Text,"PARAGRAPH48","text_48","Họ Tên:"
149,Text,"PARAGRAPH49","text_49","Họ Tên:"
150,Text,"PARAGRAPH50","text_50","Bạn sẽ đến chứ?"
151,Text,"PARAGRAPH65","text_65","Bạn sẽ tham dự bữa tiệc nào?"
152,Text,"PARAGRAPH51","groom_name","Gửi lời chúc đến cô dâu chú rể"
153,Text,"PARAGRAPH53","groom_name_2","GỬI MỪNG CƯỚI ĐẾN CÔ DÂU CHÚ RỂ"
154,Image,"IMAGE55","image_55",""
155,Image,"IMAGE52","image_52",""
156,Text,"PARAGRAPH54","love_text_3","You're My Love"
157,Image,"IMAGE60","image_60",""
158,Image,"IMAGE56","image_56",""
159,Text,"PARAGRAPH55","love_text_4","Our Love Story"
160,Text,"GROUP35","love_text_5","Our Love Story"
161,Text,"PARAGRAPH57","love_text_6","Our Love Story"
162,Text,"PARAGRAPH58","bride_name","CÔ DÂU"
163,Text,"PARAGRAPH59","text_59","- Tên tài khoản:"
164,Text,"PARAGRAPH60","text_60","- STK: 0123456789"
165,Text,"GROUP36","text_group36","- Tên ngân hàng:"
166,Text,"PARAGRAPH61","text_61","- Tên ngân hàng:"
167,Text,"PARAGRAPH62","groom_name_3","CHÚ RỂ"
168,Text,"PARAGRAPH63","text_63","- Tên tài khoản:"
169,Text,"PARAGRAPH64","text_64","- STK: 0123456789"
170,Image,"IMAGE71","image_71",""
171,Image,"IMAGE72","image_72",""
172,Image,"IMAGE61","image_61",""
173,Image,"IMAGE62","image_62",""
174,Text,"GROUP38","text_group38","Gia Bảo"
175,Text,"HEADLINE9","headline_9","Gia Bảo"
176,Text,"GROUP39","text_group39","Gia Bảo"
177,Text,"SHAPE1","text_shape1","Gia Bảo"
178,Text,"HEADLINE10","headline_10","Hà My"
179,Text,"PARAGRAPH66","text_66","Hà My"
180,Text,"PARAGRAPH115","weekday","Bản quyền thuộc AuroraWedding - Thiệp Cưới Online"
181,Text,"SECTION_POPUP","weekday_2","Bản quyền thuộc AuroraWedding - Thiệp Cưới Online"
182,Text,"LOICHUC","send_button_7","Gửi lời chúc"
183,Text,"HEADLINE13","send_button_8","Gửi lời chúc"
184,Text,"XNTD","send_button_9","Gửi lời chúc"
185,Text,"HEADLINE14","send_button_10","Gửi lời chúc"
186,Text,"MUNGCUOI","confirm_button","Xác nhận tham dự"
187,Text,"HEADLINE15","headline_15","Mừng cưới"
188,Text,"THIEP","text_thiep","Mừng cưới"
189,Text,"HEADLINE16","headline_16","Mừng cưới"
190,Text,"POPUP5","text_popup5","Thiệp mời"
191,Image,"GALLERY3","gallery_3",""
192,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
193,Text,"mask0_427_34","text_mask0_427_34",""
194,Text,"mask1_427_34","text_mask1_427_34",""
195,Text,"mask2_427_34","text_mask2_427_34",""
196,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
197,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
198,Text,"SECTION2","and_text_5","Gia BảoEm là giấc mơ đẹp nhất của anh, và hôm nay giấc mơ ấy đã thành hiện thựcHà MyỞ thời điểm phù hợp nhất, mặc lên người bộ váy cưới đẹp nhất, gả cho người đáng tin cậy nhất, người đó chỉ có thể là..."
199,Text,"SECTION3","groom_family_17","NHÀ TRAICha:Hồ Thanh TâmMẹ:Lư Thị Mỹ LoanNHÀ GÁICha:Nguyễn SơnMẹ:Nguyễn Thị NguyệtTRÂN TRỌNG KÍNH MỜITỚI DỰ LỄ VU QUY CỦA HAI VỢ CHỒNG MÌNHBạn và Người ThươngHà My & Gia BảoThời Gian Tổ Chức Vào Hồi, ..."
200,Text,"GROUP73","groom_family_18","NHÀ TRAICha:Hồ Thanh TâmMẹ:Lư Thị Mỹ LoanNHÀ GÁICha:Nguyễn SơnMẹ:Nguyễn Thị NguyệtTRÂN TRỌNG KÍNH MỜITỚI DỰ LỄ VU QUY CỦA HAI VỢ CHỒNG MÌNHBạn và Người ThươngHà My & Gia BảoThời Gian Tổ Chức Vào Hồi, ..."
201,Text,"GROUP75","groom_family_19","NHÀ TRAICha:Hồ Thanh TâmMẹ:Lư Thị Mỹ LoanNHÀ GÁICha:Nguyễn SơnMẹ:Nguyễn Thị NguyệtTRÂN TRỌNG KÍNH MỜITỚI DỰ LỄ THÀNH HÔN CỦA HAI VỢ CHỒNG MÌNHBạn và Người ThươngGia Bảo & Hà MyThời Gian Tổ Chức Vào Hồ..."
202,Text,"GROUP68","sincerely_text","Mãi Bên Nhau NhéChặng đường nào rồi cũng phải có đích đến. Nếu hạnh phúc là một con đường thì anh và em đang dần đi đến chặng đường cuối trong cuộc hành trình đầy cảm xúc này.Cảm ơn và trân trọng tất ..."
203,Text,"GROUP19","sincerely_text_2","Mãi Bên Nhau NhéChặng đường nào rồi cũng phải có đích đến. Nếu hạnh phúc là một con đường thì anh và em đang dần đi đến chặng đường cuối trong cuộc hành trình đầy cảm xúc này.Cảm ơn và trân trọng tất ..."
204,Text,"GROUP20","text_group20","Mãi Bên Nhau Nhé"
205,Text,"GROUP47","grandfather_name_2","Hành Trình Bên NhauThời gian yêu nhau của chúng mình không quá dài nhưng cũng không phải ngắn. Đối với em, đó là một hành trình dài với rất nhiều cung bậc cảm xúc; vui có, buồn có, giận hờn có, nhưng ..."
206,Text,"GROUP17","grandfather_name_3","Hành Trình Bên NhauThời gian yêu nhau của chúng mình không quá dài nhưng cũng không phải ngắn. Đối với em, đó là một hành trình dài với rất nhiều cung bậc cảm xúc; vui có, buồn có, giận hờn có, nhưng ..."
207,Text,"GROUP18","text_group18","Hành Trình Bên Nhau"
208,Text,"GROUP46","love_text_7","Lần Đầu Gặp GỡTình yêu là sự rung cảm của một tâm hồn khi gặp một tâm hồn đồng điệu, là sự hòa nhịp của hai trái tim, làm người ta nhìn thấy mọi vật tươi đẹp hơn. Khoảng cách giữa chúng ta nếu là một ..."
209,Text,"GROUP16","love_text_8","Lần Đầu Gặp GỡTình yêu là sự rung cảm của một tâm hồn khi gặp một tâm hồn đồng điệu, là sự hòa nhịp của hai trái tim, làm người ta nhìn thấy mọi vật tươi đẹp hơn. Khoảng cách giữa chúng ta nếu là một ..."
210,Text,"GROUP14","text_group14","Lần Đầu Gặp Gỡ"
211,Text,"SECTION5","view_button_4","KHOẢNH KHẮC ĐẸP NHẤTCùng ngắm nhìn những bức hình đẹp nhất của chúng mình nhé!XEM THÊM"
212,Text,"GROUP22","text_group22","KHOẢNH KHẮC ĐẸP NHẤTCùng ngắm nhìn những bức hình đẹp nhất của chúng mình nhé!"
213,Text,"SECTION6","bride_family_12","SỰ KIỆN QUAN TRỌNGSự hiện diện của bạn là vinh hạnh của chúng mình!Lễ Ăn HỏiThứ 5, Ngày 26 tháng 09 năm 2024(tức 24/08 Giáp Thìn)Tư Gia Nhà GáiThôn An Mỹ, Xã Tây Hồ, TP Đà NẵngLỄ VU QUYChủ Nhật, Ngày ..."
214,Text,"GROUP24","text_group24","SỰ KIỆN QUAN TRỌNGSự hiện diện của bạn là vinh hạnh của chúng mình!"
215,Text,"GROUP63","bride_family_13","Lễ Ăn HỏiThứ 5, Ngày 26 tháng 09 năm 2024(tức 24/08 Giáp Thìn)Tư Gia Nhà GáiThôn An Mỹ, Xã Tây Hồ, TP Đà Nẵng"
216,Text,"GROUP25","event_date_5","Lễ Ăn HỏiThứ 5, Ngày 26 tháng 09 năm 2024(tức 24/08 Giáp Thìn)"
217,Text,"GROUP27","marriage_ceremony_3","LỄ THÀNH HÔNChủ Nhật, Ngày 20 tháng 07 năm 2025(tức 26/06 Ất Tỵ)"
218,Text,"SECTION7","confirm_button_2","BẠN SẼ ĐẾN CHỨ?Đám cưới của chúng tôi sẽ trọn vẹn hơn khi có thêm lời chúc phúc và sự hiện diện của các bạn. Xin hãy xác nhận sự có mặt của mình để chúng tôi chuẩn bị đón tiếp một cách chu đáo nhất nh..."
219,Text,"GROUP42","groom_name_4","Gửi điMình sẽ đếnMình có thể đếnMình không đếnTiệc Cưới Nhà GáiTiệc Cưới Nhà TraiSự lựa chọnBạn Cô DâuBạn Chú RểBạn đi bao nhiêu người ?12345Họ Tên:Bạn sẽ đến chứ?Bạn sẽ tham dự bữa tiệc nào?Khách mời..."
220,Text,"SECTION8","groom_name_5","GỬI MỪNG CƯỚI ĐẾN CÔ DÂU CHÚ RỂMình rất muốn được chụp chung với bạn những tấm hình kỷ niệm vì vậy hãy đến sớm hơn một chút bạn yêu nhé!You're My LoveOur Love StoryCÔ DÂU- Tên tài khoản:Nguyen Ha My- ..."
221,Text,"GROUP34","love_text_9","You're My Love"
222,Text,"GROUP33","love_text_10","Our Love Story"
223,Text,"SECTION9","weekday_3","Gia BảoHà MyThank you!Bản quyền thuộc AuroraWedding - Thiệp Cưới Online"
224,Text,"GROUP100","weekday_4","Bản quyền thuộc AuroraWedding - Thiệp Cưới Online"
225,Text,"IMAGE62","text_image62","Gia Bảo"
226,Text,"IMAGE19","invitation_text_5","TRÂN TRỌNG KÍNH MỜI"
227,Text,"LINE18","text_line18","13"
228,Text,"IMAGE75","invitation_text_6","TRÂN TRỌNG KÍNH MỜI"
229,Text,"LINE33","text_line33","20"
230,Text,"IMAGE32","text_image32","Mãi Bên Nhau Nhé"
231,Text,"IMAGE31","text_image31","Hành Trình Bên Nhau"
232,Text,"IMAGE52","love_text_11","You're My Love"
233,Text,"IMAGE56","love_text_12","Our Love Story"
234,Image,"GROUP58","image_GROUP58",""
235,Image,"BOX26","image_BOX26",""
236,Image,"SECTION2","image_SECTION2",""
237,Image,"GROUP4","image_GROUP4",""
238,Image,"GROUP1","image_GROUP1",""
239,Image,"GROUP2","image_GROUP2",""
240,Image,"GROUP3","image_GROUP3",""
241,Image,"GROUP99","image_GROUP99",""
242,Image,"PARAGRAPH89","image_PARAGRAPH89",""
243,Image,"GROUP19","image_GROUP19",""
244,Image,"GROUP47","image_GROUP47",""
245,Image,"GROUP17","image_GROUP17",""
246,Image,"GROUP46","image_GROUP46",""
247,Image,"GROUP16","image_GROUP16",""
248,Image,"BOX2","image_BOX2",""
249,Image,"GROUP63","image_GROUP63",""
250,Image,"GROUP66","image_GROUP66",""
251,Image,"GROUP67","image_GROUP67",""
252,Image,"GROUP41","image_GROUP41",""
253,Image,"GROUP34","image_GROUP34",""
254,Image,"PARAGRAPH54","image_PARAGRAPH54",""
255,Image,"GROUP33","image_GROUP33",""
256,Image,"BOX13","image_BOX13",""
257,Image,"PARAGRAPH64","image_PARAGRAPH64",""
258,Image,"SECTION9","image_SECTION9",""
259,Image,"aqYoiihPiL","image_aqYoiihPiL",""
260,Gallery,"GALLERY3","gallery3",""
